rank,path,size_bytes,size_mib,file_type,git_status,category,sha256,referenced_by
1,.venv/Lib/site-packages/torch/lib/torch_cpu.dll,265820160,253.506,dll,ignored,SAFE_DELETE_CANDIDATE,6dc250bb0146fc870629a552d90d55798e00da480c2900cc74b64e26bfd68221,
2,.venv/Lib/site-packages/_polars_runtime_32/_polars_runtime.pyd,184414720,175.872,pyd,ignored,SAFE_DELETE_CANDIDATE,47472d6a778480b2e9af4efbe9af4cc48c3d620156762d5b07b93e7c01be2185,
3,Log/OrbbecSDK.log.2.txt,104857599,100.0,log,ignored,SAFE_DELETE_CANDIDATE,7fe7fb764e91ca77c7edb3ce53418539c9e8712ab30cbf2b1d7e64b1c6343b6a,
4,Log/OrbbecSDK.log.1.txt,104857536,100.0,log,ignored,SAFE_DELETE_CANDIDATE,7ac3e03b9029f3d68f09bc560a46aecfab363ac51bb87d434fdd0877e5c2904d,
5,Log/OrbbecSDK.log.3.txt,104857477,100.0,log,ignored,SAFE_DELETE_CANDIDATE,f4c8daa3dc4d822debeee139af714cb567e94eb01ae37a834212e9b5ed567783,
6,.venv/Lib/site-packages/cv2/cv2.pyd,74819072,71.353,pyd,ignored,SAFE_DELETE_CANDIDATE,78db0c836b952d9d5510140677463687c357a7166fddfa6ac7e31abb2d7d9bbd,
7,.venv/Lib/site-packages/torch/lib/torch_cpu.lib,29660092,28.286,lib,ignored,SAFE_DELETE_CANDIDATE,695275f62b2b26a9fe6860c9691e637a4aecfba9d26f99661f857e6f3a6915af,
8,.venv/Lib/site-packages/cv2/opencv_videoio_ffmpeg4130_64.dll,28578304,27.254,dll,ignored,SAFE_DELETE_CANDIDATE,fcc614672159094a35815b7ea2819a648cbf86c30d90c57e8c6ba1432f594548,
9,.venv/Lib/site-packages/numpy.libs/libscipy_openblas64_-63c857e738469261263c764a36be9436.dll,20415488,19.47,dll,ignored,SAFE_DELETE_CANDIDATE,63c857e738469261263c764a36be9436ebdeaa272e340a828f42047a97131080,
10,.venv/Lib/site-packages/scipy.libs/libscipy_openblas-197ee2fc9b4d071f7e048078cac74115.dll,20262912,19.324,dll,ignored,SAFE_DELETE_CANDIDATE,197ee2fc9b4d071f7e048078cac741151a6585d871061cf5f88c0c73e31963a5,
11,.venv/Lib/site-packages/av.libs/libx265-668b2e71a6cd3b80e84445adafe9696a.dll,20128256,19.196,dll,ignored,SAFE_DELETE_CANDIDATE,32fffdcc411e2b5ed53a13d375eae897b8d35eab314badf99ef98d94725a4a46,
12,yolo11s.pt,19313732,18.419,model,ignored,KEEP_RUNTIME,85a76fe86dd8afe384648546b56a7a78580c7cb7b404fc595f97969322d502d5,configs/default.yaml;configs/demo.yaml;configs/experiments/orbbec_gemini_object_anchor_full99.yaml;configs/experiments/orbbec_gemini_object_anchor_mvp_final.yaml;configs/experiments/orbbec_gemini_object_anchor_pilot.yaml;configs/image_folder.yaml;configs/orbbec_gemini.yaml;experiments/repeatability_run.py;src/detect.py;tests/test_object_anchor_replacement_feasibility.py
13,.venv/Lib/site-packages/torch/lib/torch_python.dll,18795520,17.925,dll,ignored,SAFE_DELETE_CANDIDATE,887a41dd6689998598814198f1cae5a6c8d4b196410a8185f3f94d54eda90667,
14,.venv/Lib/site-packages/pyorbbecsdk/examples/applications/object_detection/models/yolov5s.onnx,14698981,14.018,model,ignored,SAFE_DELETE_CANDIDATE,8bc25a47abdbe2fd23e30eb948746bf856b031ea3cc815166687f52db9f8c659,
15,.venv/Lib/site-packages/av.libs/avcodec-60-603dc320701874565ad4f886b49958fe.dll,14265344,13.604,dll,ignored,SAFE_DELETE_CANDIDATE,9b5bf4ee018330ed028212f3a55e1704ec3af9e71dfdb9b0e25ee0ce006ae108,
16,Log/OrbbecSDK.log.txt,9657439,9.21,log,tracked_modified:M,MANUAL_REVIEW,ae593cdd2a0672f1b3c04b14b539f63b2f06c050cfaa71d0fb210bd6688df28a,
17,.venv/Lib/site-packages/av.libs/libaom-3c98a6db777c6c7fedeac4ae87f4314b.dll,8945664,8.531,dll,ignored,SAFE_DELETE_CANDIDATE,c6efc64fb15d5d164329468cbd74c56ef2a3983d9752e41dd084e66e62446f0b,
18,.venv/Lib/site-packages/torch/lib/sleef.lib,8812252,8.404,lib,ignored,SAFE_DELETE_CANDIDATE,395fa27687d60396bb66153486210600e7dda00adce20e93d3c2feb7aff2e4a5,
19,.venv/Lib/site-packages/pyorbbecsdk/OrbbecSDK.dll,8556544,8.16,dll,ignored,SAFE_DELETE_CANDIDATE,01cee56d8fea382816cf719f46b9e5692532f6ed9d04a95fb7de126c39fc49d0,
20,.venv/Lib/site-packages/PIL/_avif.cp312-win_amd64.pyd,7893504,7.528,pyd,ignored,SAFE_DELETE_CANDIDATE,6731dce52baab0b96b0eeb3c664844b5b42c2168ea8668af2430e2fbdd2dfbd8,
21,calibration/rectify_maps_map1_left.npy,7680128,7.324,npy,ignored,KEEP_REPRODUCIBILITY,e509266723924163882919e2636c7ee02a0222310d2b45c2a560c64214ff2cd1,
22,calibration/rectify_maps_map1_right.npy,7680128,7.324,npy,ignored,KEEP_REPRODUCIBILITY,e509266723924163882919e2636c7ee02a0222310d2b45c2a560c64214ff2cd1,
23,calibration/rectify_maps_map2_left.npy,7680128,7.324,npy,ignored,KEEP_REPRODUCIBILITY,04c003314a494880cad34b7af5ef9bc1288e6950f79c125c49bf19d1e2376579,
24,calibration/rectify_maps_map2_right.npy,7680128,7.324,npy,ignored,KEEP_REPRODUCIBILITY,04c003314a494880cad34b7af5ef9bc1288e6950f79c125c49bf19d1e2376579,
25,.venv/Lib/site-packages/torchvision/python312.dll,7409480,7.066,dll,ignored,SAFE_DELETE_CANDIDATE,72c1bea78e0c49f746889a3af8c4973e044e50e319c1c976dd98059a403404da,
26,.venv/Lib/site-packages/scipy/optimize/_highspy/_core.cp312-win_amd64.pyd,6709248,6.398,pyd,ignored,SAFE_DELETE_CANDIDATE,f2c065c1249d9dad26589f8645a8af7a7095478998aba9c94f8dc98bd84b0565,
27,yolov8n.pt,6549796,6.246,model,ignored,ARCHIVE_RND,f59b3d833e2ff32e194b5bb8e08d211dc7c5bdf144b90d2c8412c47ccfc83b36,
28,yolo11n-pose.pt,6255593,5.966,model,ignored,KEEP_REPRODUCIBILITY,869e83fcdffdc7371fa4e34cd8e51c838cc729571d1635e5141e3075e9319dc0,scripts/train_object_anchor_pose.py
29,models/object_anchor/tissue_box_01_front_only/best.pt,5643336,5.382,model,ignored,KEEP_REPRODUCIBILITY,d37fd4ca4deb2de9ee3b13d816e30496a5a5d0f369d8a8c2d902672aad6f6db4,docs/OBJECT_ANCHOR_PILOT.md
30,runs/object_anchor_pose/tissue_box_01_front_only_pilot/weights/best.pt,5643336,5.382,model,ignored,KEEP_REPRODUCIBILITY,d37fd4ca4deb2de9ee3b13d816e30496a5a5d0f369d8a8c2d902672aad6f6db4,docs/OBJECT_ANCHOR_PILOT.md
31,runs/object_anchor_pose/tissue_box_01_front_only_pilot/weights/last.pt,5643336,5.382,model,ignored,ARCHIVE_RND,93d216e7ac89643858e260e3d2c6f30d2186442f9914e972fe6f250495d8ab43,
32,models/object_anchor/tissue_box_01_front_only_orbbec_full99/best.pt,5619720,5.359,model,ignored,KEEP_RUNTIME,2512be192c87242633b5aec4ceba332937a51c82e3853bfbde83cdd8300dd198,configs/experiments/orbbec_gemini_object_anchor_full99.yaml;configs/experiments/orbbec_gemini_object_anchor_mvp_final.yaml;configs/orbbec_gemini.yaml;experiments/object_anchor_replacement_feasibility.py;scripts/summarize_object_anchor_full99.py;tests/test_object_anchor_preview.py;tests/test_object_anchor_replacement_feasibility.py
33,out/object_anchor_full99/training/weights/best.pt,5619720,5.359,model,ignored,ARCHIVE_RND,2512be192c87242633b5aec4ceba332937a51c82e3853bfbde83cdd8300dd198,
34,out/object_anchor_full99/training/weights/last.pt,5619720,5.359,model,ignored,ARCHIVE_RND,5c615f6aa6bc9c182d2ab80e92ed87cdd927562f301acc403df5d76bd384fccf,
35,runs/object_anchor_pose/tissue_box_01_front_only_orbbec_full99/weights/best.pt,5619720,5.359,model,ignored,KEEP_REPRODUCIBILITY,2512be192c87242633b5aec4ceba332937a51c82e3853bfbde83cdd8300dd198,
36,runs/object_anchor_pose/tissue_box_01_front_only_orbbec_full99/weights/last.pt,5619720,5.359,model,ignored,ARCHIVE_RND,5c615f6aa6bc9c182d2ab80e92ed87cdd927562f301acc403df5d76bd384fccf,
37,models/object_anchor/tissue_box_01_front_only_orbbec_pilot/best.pt,5613064,5.353,model,ignored,KEEP_REPRODUCIBILITY,1f33fa51c656f4b8fc3c3e92e9eb5d7d6ea0d886b8a0c71fc1b14ba94d8e80ad,configs/experiments/orbbec_gemini_object_anchor_pilot.yaml;scripts/summarize_object_anchor_full99.py
38,runs/object_anchor_pose/tissue_box_01_front_only_orbbec_pilot/weights/best.pt,5613064,5.353,model,ignored,KEEP_REPRODUCIBILITY,1f33fa51c656f4b8fc3c3e92e9eb5d7d6ea0d886b8a0c71fc1b14ba94d8e80ad,
39,runs/object_anchor_pose/tissue_box_01_front_only_orbbec_pilot/weights/last.pt,5613064,5.353,model,ignored,ARCHIVE_RND,1d717872bfe7341370eea40502d7c43ad793b316558d370c9161fa29afd76173,
40,data/datasets/tissue_box_front_orbbec_full99/images/legacy_test/tissue_F_001.jpg,5311651,5.066,image,ignored,KEEP_REPRODUCIBILITY,931f284285f925945cb58ea6d95bd990f51148557c387590b124a037270018f6,
41,data/datasets/tissue_box_front_orbbec_pilot/images/test/tissue_F_001.jpg,5311651,5.066,image,ignored,KEEP_REPRODUCIBILITY,931f284285f925945cb58ea6d95bd990f51148557c387590b124a037270018f6,
42,data/tissue_box_front_only_pose/images/val/tissue_F_001.jpg,5311651,5.066,image,ignored,KEEP_REPRODUCIBILITY,931f284285f925945cb58ea6d95bd990f51148557c387590b124a037270018f6,
43,data/datasets/tissue_box_front_orbbec_full99/images/train/tissue_F_003.jpg,4956453,4.727,image,ignored,KEEP_REPRODUCIBILITY,554d1c5f0c8ea1b2af18f2839402b6c2cfbf98a8532eb8d3e75d549e45fd9932,
44,data/datasets/tissue_box_front_orbbec_pilot/images/train/tissue_F_003.jpg,4956453,4.727,image,ignored,KEEP_REPRODUCIBILITY,554d1c5f0c8ea1b2af18f2839402b6c2cfbf98a8532eb8d3e75d549e45fd9932,
45,data/tissue_box_front_only_pose/images/train/tissue_F_003.jpg,4956453,4.727,image,ignored,KEEP_REPRODUCIBILITY,554d1c5f0c8ea1b2af18f2839402b6c2cfbf98a8532eb8d3e75d549e45fd9932,
46,data/datasets/tissue_box_front_orbbec_full99/images/train/tissue_FTR_002.jpg,4882500,4.656,image,ignored,KEEP_REPRODUCIBILITY,d2993de9b500e9d147c5e77cda4ab825db5d1e6cb74937df0ed7c0286dd3e2e1,
47,data/datasets/tissue_box_front_orbbec_pilot/images/train/tissue_FTR_002.jpg,4882500,4.656,image,ignored,KEEP_REPRODUCIBILITY,d2993de9b500e9d147c5e77cda4ab825db5d1e6cb74937df0ed7c0286dd3e2e1,
48,data/tissue_box_front_only_pose/images/train/tissue_FTR_002.jpg,4882500,4.656,image,ignored,KEEP_REPRODUCIBILITY,d2993de9b500e9d147c5e77cda4ab825db5d1e6cb74937df0ed7c0286dd3e2e1,
49,data/datasets/tissue_box_front_orbbec_full99/images/legacy_test/tissue_F_005.jpg,4759331,4.539,image,ignored,KEEP_REPRODUCIBILITY,50b34123fc8aef1e38668d30a128b54b8557e07c4275e345ba9b7f003cdf0ac8,
50,data/datasets/tissue_box_front_orbbec_pilot/images/test/tissue_F_005.jpg,4759331,4.539,image,ignored,KEEP_REPRODUCIBILITY,50b34123fc8aef1e38668d30a128b54b8557e07c4275e345ba9b7f003cdf0ac8,
51,data/tissue_box_front_only_pose/images/val/tissue_F_005.jpg,4759331,4.539,image,ignored,KEEP_REPRODUCIBILITY,50b34123fc8aef1e38668d30a128b54b8557e07c4275e345ba9b7f003cdf0ac8,
52,data/datasets/tissue_box_front_orbbec_full99/images/train/tissue_F_002.jpg,4478142,4.271,image,ignored,KEEP_REPRODUCIBILITY,e64fd0bfc747046f81e48d66c4b81baa2cdb8552e07a260b96a9cf3d1f62d801,
53,data/datasets/tissue_box_front_orbbec_pilot/images/train/tissue_F_002.jpg,4478142,4.271,image,ignored,KEEP_REPRODUCIBILITY,e64fd0bfc747046f81e48d66c4b81baa2cdb8552e07a260b96a9cf3d1f62d801,
54,data/tissue_box_front_only_pose/images/train/tissue_F_002.jpg,4478142,4.271,image,ignored,KEEP_REPRODUCIBILITY,e64fd0bfc747046f81e48d66c4b81baa2cdb8552e07a260b96a9cf3d1f62d801,
55,data/datasets/tissue_box_front_orbbec_full99/images/train/tissue_F_004.jpg,4455224,4.249,image,ignored,KEEP_REPRODUCIBILITY,0eacaff6636eb5077108673272543834dba461bee62915bd2e0f1a895306e1ee,
56,data/datasets/tissue_box_front_orbbec_pilot/images/train/tissue_F_004.jpg,4455224,4.249,image,ignored,KEEP_REPRODUCIBILITY,0eacaff6636eb5077108673272543834dba461bee62915bd2e0f1a895306e1ee,
57,data/tissue_box_front_only_pose/images/train/tissue_F_004.jpg,4455224,4.249,image,ignored,KEEP_REPRODUCIBILITY,0eacaff6636eb5077108673272543834dba461bee62915bd2e0f1a895306e1ee,
58,data/datasets/tissue_box_front_orbbec_full99/images/train/tissue_FTL_004.jpg,4445848,4.24,image,ignored,KEEP_REPRODUCIBILITY,77006968185377e785e960b5d7d61c4359f18f9003f6331b71b6834074eb26c5,
59,data/datasets/tissue_box_front_orbbec_pilot/images/train/tissue_FTL_004.jpg,4445848,4.24,image,ignored,KEEP_REPRODUCIBILITY,77006968185377e785e960b5d7d61c4359f18f9003f6331b71b6834074eb26c5,
60,data/tissue_box_front_only_pose/images/train/tissue_FTL_004.jpg,4445848,4.24,image,ignored,KEEP_REPRODUCIBILITY,77006968185377e785e960b5d7d61c4359f18f9003f6331b71b6834074eb26c5,
61,.venv/Lib/site-packages/av.libs/avfilter-9-4a10fdf0ae156349057d2441402586c2.dll,4382208,4.179,dll,ignored,SAFE_DELETE_CANDIDATE,a10633ccf80e0454da79b40f6958d924c077af9347ca0e466e90be714cb39f86,
62,data/datasets/tissue_box_front_orbbec_full99/images/legacy_test/tissue_FDL_004.jpg,4379413,4.177,image,ignored,KEEP_REPRODUCIBILITY,475d4ce08f34a3057c64c20cf1defc402d3756f812c7c9d99b247117178ab0cf,
63,data/datasets/tissue_box_front_orbbec_pilot/images/test/tissue_FDL_004.jpg,4379413,4.177,image,ignored,KEEP_REPRODUCIBILITY,475d4ce08f34a3057c64c20cf1defc402d3756f812c7c9d99b247117178ab0cf,
64,data/tissue_box_front_only_pose/images/val/tissue_FDL_004.jpg,4379413,4.177,image,ignored,KEEP_REPRODUCIBILITY,475d4ce08f34a3057c64c20cf1defc402d3756f812c7c9d99b247117178ab0cf,
65,data/datasets/tissue_box_front_orbbec_full99/images/train/tissue_FDL_002.jpg,4346530,4.145,image,ignored,KEEP_REPRODUCIBILITY,35acca275688c79bb3957a8eaea374b4137667732b7a3bfdc27eddbaacb14955,
66,data/datasets/tissue_box_front_orbbec_pilot/images/train/tissue_FDL_002.jpg,4346530,4.145,image,ignored,KEEP_REPRODUCIBILITY,35acca275688c79bb3957a8eaea374b4137667732b7a3bfdc27eddbaacb14955,
67,data/tissue_box_front_only_pose/images/train/tissue_FDL_002.jpg,4346530,4.145,image,ignored,KEEP_REPRODUCIBILITY,35acca275688c79bb3957a8eaea374b4137667732b7a3bfdc27eddbaacb14955,
68,data/datasets/tissue_box_front_orbbec_full99/images/train/tissue_FTR_003.jpg,4256149,4.059,image,ignored,KEEP_REPRODUCIBILITY,47086fbb618c013035c417b2782e7b817d68472eccb5d5ecd04d63f2b0f0476b,
69,data/datasets/tissue_box_front_orbbec_pilot/images/train/tissue_FTR_003.jpg,4256149,4.059,image,ignored,KEEP_REPRODUCIBILITY,47086fbb618c013035c417b2782e7b817d68472eccb5d5ecd04d63f2b0f0476b,
70,data/tissue_box_front_only_pose/images/train/tissue_FTR_003.jpg,4256149,4.059,image,ignored,KEEP_REPRODUCIBILITY,47086fbb618c013035c417b2782e7b817d68472eccb5d5ecd04d63f2b0f0476b,
71,.venv/Lib/site-packages/scipy/sparse/_sparsetools.cp312-win_amd64.pyd,4239360,4.043,pyd,ignored,SAFE_DELETE_CANDIDATE,48fb42789ccb90c39919b58f9a88d41470ac7ae0856f2f534ee23ae25fdef9f3,
72,data/datasets/tissue_box_front_orbbec_full99/images/train/tissue_FDL_003.jpg,4156578,3.964,image,ignored,KEEP_REPRODUCIBILITY,8b0713c3c98f5ab8e61e1c46be4c0e6c05dc7b86a3b49a228f3255a8db7954ef,
73,data/datasets/tissue_box_front_orbbec_pilot/images/train/tissue_FDL_003.jpg,4156578,3.964,image,ignored,KEEP_REPRODUCIBILITY,8b0713c3c98f5ab8e61e1c46be4c0e6c05dc7b86a3b49a228f3255a8db7954ef,
74,data/tissue_box_front_only_pose/images/train/tissue_FDL_003.jpg,4156578,3.964,image,ignored,KEEP_REPRODUCIBILITY,8b0713c3c98f5ab8e61e1c46be4c0e6c05dc7b86a3b49a228f3255a8db7954ef,
75,data/datasets/tissue_box_front_orbbec_full99/images/train/tissue_FDL_001.jpg,4142465,3.951,image,ignored,KEEP_REPRODUCIBILITY,d3a2ed488b6037a06aaa6a59d9cf0122ba7d3d9491f0f59846876f511788037e,
76,data/datasets/tissue_box_front_orbbec_pilot/images/train/tissue_FDL_001.jpg,4142465,3.951,image,ignored,KEEP_REPRODUCIBILITY,d3a2ed488b6037a06aaa6a59d9cf0122ba7d3d9491f0f59846876f511788037e,
77,data/tissue_box_front_only_pose/images/train/tissue_FDL_001.jpg,4142465,3.951,image,ignored,KEEP_REPRODUCIBILITY,d3a2ed488b6037a06aaa6a59d9cf0122ba7d3d9491f0f59846876f511788037e,
78,data/datasets/tissue_box_front_orbbec_full99/images/train/tissue_FDR_001.jpg,3991000,3.806,image,ignored,KEEP_REPRODUCIBILITY,205c545cdf0d4b01d81efed37d685a0e19aa5071c9c8e5d45c7708d54500bad7,
79,data/datasets/tissue_box_front_orbbec_pilot/images/train/tissue_FDR_001.jpg,3991000,3.806,image,ignored,KEEP_REPRODUCIBILITY,205c545cdf0d4b01d81efed37d685a0e19aa5071c9c8e5d45c7708d54500bad7,
80,data/tissue_box_front_only_pose/images/train/tissue_FDR_001.jpg,3991000,3.806,image,ignored,KEEP_REPRODUCIBILITY,205c545cdf0d4b01d81efed37d685a0e19aa5071c9c8e5d45c7708d54500bad7,
81,data/datasets/tissue_box_front_orbbec_full99/images/legacy_test/tissue_FDR_005.jpg,3934384,3.752,image,ignored,KEEP_REPRODUCIBILITY,b3f40768a4ab94d4345d65f0227e8e2eee276d40dcdc0369930f6ee3c8372e93,
82,data/datasets/tissue_box_front_orbbec_pilot/images/test/tissue_FDR_005.jpg,3934384,3.752,image,ignored,KEEP_REPRODUCIBILITY,b3f40768a4ab94d4345d65f0227e8e2eee276d40dcdc0369930f6ee3c8372e93,
83,data/tissue_box_front_only_pose/images/val/tissue_FDR_005.jpg,3934384,3.752,image,ignored,KEEP_REPRODUCIBILITY,b3f40768a4ab94d4345d65f0227e8e2eee276d40dcdc0369930f6ee3c8372e93,
84,data/datasets/tissue_box_front_orbbec_full99/images/train/tissue_FDR_002.jpg,3892453,3.712,image,ignored,KEEP_REPRODUCIBILITY,b6d9dd9ee4e23ac59d9dd093a0aa417ca238c0b3f5640acaf2bcff33ed3fab2b,
85,data/datasets/tissue_box_front_orbbec_pilot/images/train/tissue_FDR_002.jpg,3892453,3.712,image,ignored,KEEP_REPRODUCIBILITY,b6d9dd9ee4e23ac59d9dd093a0aa417ca238c0b3f5640acaf2bcff33ed3fab2b,
86,data/tissue_box_front_only_pose/images/train/tissue_FDR_002.jpg,3892453,3.712,image,ignored,KEEP_REPRODUCIBILITY,b6d9dd9ee4e23ac59d9dd093a0aa417ca238c0b3f5640acaf2bcff33ed3fab2b,
87,data/datasets/tissue_box_front_orbbec_full99/images/train/tissue_FDR_003.jpg,3836096,3.658,image,ignored,KEEP_REPRODUCIBILITY,ef3d10ef487ae00eb71dfb135e28abbc01926bd60a53f09c9e2298b2a3dfd918,
88,data/datasets/tissue_box_front_orbbec_pilot/images/train/tissue_FDR_003.jpg,3836096,3.658,image,ignored,KEEP_REPRODUCIBILITY,ef3d10ef487ae00eb71dfb135e28abbc01926bd60a53f09c9e2298b2a3dfd918,
89,data/tissue_box_front_only_pose/images/train/tissue_FDR_003.jpg,3836096,3.658,image,ignored,KEEP_REPRODUCIBILITY,ef3d10ef487ae00eb71dfb135e28abbc01926bd60a53f09c9e2298b2a3dfd918,
90,data/datasets/tissue_box_front_orbbec_full99/images/train/tissue_FDR_004.jpg,3821444,3.644,image,ignored,KEEP_REPRODUCIBILITY,c0e197952576117ae8662863ee31f9549f48bd054710b0bfcef881d78f0c7a39,
91,data/datasets/tissue_box_front_orbbec_pilot/images/train/tissue_FDR_004.jpg,3821444,3.644,image,ignored,KEEP_REPRODUCIBILITY,c0e197952576117ae8662863ee31f9549f48bd054710b0bfcef881d78f0c7a39,
92,data/tissue_box_front_only_pose/images/train/tissue_FDR_004.jpg,3821444,3.644,image,ignored,KEEP_REPRODUCIBILITY,c0e197952576117ae8662863ee31f9549f48bd054710b0bfcef881d78f0c7a39,
93,data/datasets/tissue_box_front_orbbec_full99/images/train/tissue_FTR_001.jpg,3802142,3.626,image,ignored,KEEP_REPRODUCIBILITY,d6cd60fc0b2951b54d980db9fb7984935283b905c34c5e1cc42ec93346a23e85,
94,data/datasets/tissue_box_front_orbbec_pilot/images/train/tissue_FTR_001.jpg,3802142,3.626,image,ignored,KEEP_REPRODUCIBILITY,d6cd60fc0b2951b54d980db9fb7984935283b905c34c5e1cc42ec93346a23e85,
95,data/tissue_box_front_only_pose/images/train/tissue_FTR_001.jpg,3802142,3.626,image,ignored,KEEP_REPRODUCIBILITY,d6cd60fc0b2951b54d980db9fb7984935283b905c34c5e1cc42ec93346a23e85,
96,data/datasets/tissue_box_front_orbbec_full99/images/legacy_test/tissue_FTL_005.jpg,3782150,3.607,image,ignored,KEEP_REPRODUCIBILITY,251726a3999d488e8a91b4dfaadcfa247be7196e1c8d0d6274f6193ad3841299,
97,data/datasets/tissue_box_front_orbbec_pilot/images/test/tissue_FTL_005.jpg,3782150,3.607,image,ignored,KEEP_REPRODUCIBILITY,251726a3999d488e8a91b4dfaadcfa247be7196e1c8d0d6274f6193ad3841299,
98,data/tissue_box_front_only_pose/images/val/tissue_FTL_005.jpg,3782150,3.607,image,ignored,KEEP_REPRODUCIBILITY,251726a3999d488e8a91b4dfaadcfa247be7196e1c8d0d6274f6193ad3841299,
